channel,txt,date,category
РИА Новости,парламент грузии одобрил назначение кобахидзе премьер-министром,2024-02-08,Political
РИА Новости,"путин заявил, что не говорил с байденом после февраля 2022 года, но определенные контакты у россии и сша есть",2024-02-08,Political
РИА Новости,цик утвердил текст избирательного бюллетеня для голосования на выборах президента,2024-02-09,Political
РИА Новости,"мотивом тройного убийства женщин в подмосковной деревне свитино мог быть долг преступника, рассказал риа новости источник. убитая хозяйка дома была владелицей предприятия и пивоварни, предполагаемый убийца - бывший сотрудник гибдд, его до сих пор ищут.",2024-02-09,Other
РИА Новости,"60 шайб - именно столько осталось забить александру овечкину, чтобы догнать уэйна гретцки в списке лучших снайперов за всю историю нхл. российский нападающий ""вашингтон кэпиталз"" в матче против ""бостон брюинз"" на 60-й минуте встречи забросил шайбу в пустые ворота и установил счет 3:0 в пользу ""кэпиталз"". примечательно, что именно по голам в пустые ворота в матчах нхл овечкин уже обогнал гретцки - 57 против 56. всего же у россиянина 834 шайбы в 1394 матчах против 894 в 1487 матчах у канадца.",2024-02-11,Other
РИА Новости,"«на западе почувствовали вкус российских денег»: процесс разблокировки заблокированных на западе активов затянется надолго, не секрет, что эти средства реинвестируются и служат там подспорьем для бюджетов, заявил в интервью риа новости директор первого европейского департамента мид рф студенников.",2024-02-11,Economical
РИА Новости,специальная военная операция. обстановка на 11 февраля.,2024-02-11,Crisis
РИА Новости,"большинство россиян (68%) считают допустимым суррогатное материнство, если нет возможности самим родить детей, еще 16% считают его допустимым в любой ситуации, показал опрос вциом. только 11% опрошенных считают, что оно недопустимо ни при каких обстоятельствах.",2024-02-12,Other
РИА Новости,"защита намерена обжаловать приговор по делу о вымогательстве у чемезова, рассказал риа новости адвокат",2024-02-12,Other
РИА Новости,"в кремле надеются, что президент палестины аббас приедет в россию в удобное для обеих сторон время, сообщил риа новости песков. аббас имеет действующее приглашение. надеемся, что в удобное для обеих сторон время визит состоится",2024-02-13,Political
РИА Новости,"первые дебаты кандидатов на пост президента состоятся на ""россии-1"" 26 февраля, сообщил представитель вгтрк",2024-02-13,Political
РИА Новости,"""справедливая россия - за правду"" не планирует менять название и ликвидировать посты сопредседателей, заявил риа новости один из лидеров партии геннадий семигин. о том, что партия может вернуться к наименованию ""справедливая россия"", а ее сопредседатели семигин и захар прилепин лишатся постов, писали ""ведомости"".",2024-02-13,Political
РИА Новости,путин поручил до 1 марта представить предложения по увеличению на дальнем востоке субсидируемых авиамаршрутов,2024-02-13,Economical
РИА Новости,"израильские военные бульдозеры уничтожают инфраструктуру последней в хан-юнисе (юг сектора газ) больнице «насер» под прикрытием танков, которые взяли здания комплекса под прицел",2024-02-13,Crisis
РИА Новости,торги на фондовом рынке мосбиржи возобновятся в 11.35 по московскому времени,2024-02-14,Economical
РИА Новости,"россия хочет запретить иностранным посольствам самостоятельно нанимать местный персонал, заявил лавров в госдуме. иностранные представительства нужно законодательно лишить права выполнять функции работодателя, в таком случае этим будет заниматься главное управление по обслуживанию дипкорпуса при мид, отметил министр.",2024-02-14,Political
РИА Новости,песков про сообщения о закрытом брифинге в сша: белый дом пытается сподвигнуть конгресс на голосование за законопроект о выделении денег киеву,2024-02-15,Economical
РИА Новости,"всем жителям белгорода, чье жилье пострадало от обстрела, предложат временное размещение в гостинице, сообщил мэр",2024-02-15,Crisis
РИА Новости,"кандидат в президенты от ""новых людей"" владислав даванков заявил, что в вопросе конфликта с украиной выступает за переговоры. ""я считаю, что в первую очередь это должны быть переговоры. но очень важно, чтобы переговоры вели к тому, чтобы наша россия была независимой и сильной"", - сказал даванков он рассказал, что посетил 19 регионов, в ""каждом зале люди отвечали, что никто не хотел бы дойти до варшавы и воевать с нато"".",2024-02-15,Political
РИА Новости,"генсек нато, комментируя слухи о планах россии по ядерному оружию в космосе, заявил, что в альянсе постоянно мониторят ситуацию",2024-02-15,Political
РИА Новости,"поезда будут ходить по всм москва - санкт-петербург с частотой 10-15 минут, заявил савельев на совещании у путина",2024-02-15,Economical
РИА Новости,"российские военные создали ""подземный город"" на херсонском направлении",2024-02-16,Crisis
РИА Новости,"в петербурге задержали пьяного лихача, который на машине каршеринга нарезал круги по дворцовой площади",2024-02-16,Other
РИА Новости,"медведев знает о смерти навального, заявил риа новости помощник зампреда совбеза",2024-02-16,Political
РИА Новости,"германия намерена предоставлять украине помощь столько, сколько потребуется, чтобы восстановить территориальную целостность, говорится в документе о ""гарантиях безопасности""",2024-02-16,Political
РИА Новости,"кгб белоруссии раскрыл подробности задержания диверсантов сбу, передает белта. нарушение границы было зафиксировано в лельчицком районе (там вчера вводили режим кто), у задержанных были обнаружены взрывные устройства и иные средства поражения. была проведена чекистская военная операция, в результате которой в приграничье задержаны участники диверсионно-разведывательной группы, состоящей из граждан украины, белоруссии и их пособников.",2024-02-16,Crisis
РИА Новости,"замруководителя фракции ""единая россия"" в гд ревенко обратил внимание на совпадение в ситуации с навальным: ""совершенно случайно в день смерти на мюнхенской конференции оказалась жена навального, которой тут же предоставили высокую трибуну. ну, так совпало"". он напомнил, что когда недавно стало известно о гибели в украинской тюрьме американского журналиста лиры, возмущения на западе не было.",2024-02-16,Political
РИА Новости,"сша передадут эстонии на восстановление украины почти 500 тысяч долларов, конфискованных по делу о контрабанде, сообщает эстонский минюст",2024-02-17,Economical
РИА Новости,"путин поздравил российских военных с успехом в авдеевке. ""путин в кремле выслушал доклад министра обороны сергея шойгу о взятии авдеевки. президент поздравил наших военных и бойцов с такой важной победой, с таким успехом"", - сообщил песков.",2024-02-17,Crisis
РИА Новости,"четырнадцать рыбаков оказались в море на оторванной льдине в сахалинской области, готовится спасательная операция, сообщил региональный главк мчс",2024-02-17,Crisis
РИА Новости,"российский мальчик госпитализирован на маврикии после дтп во время отдыха с родителями. ""ребенок в госпитале, под наблюдением врачей. самое главное, что в состоянии мальчика, как нам только что сообщили родители, есть положительная динамика"", - рассказали риа новости в посольстве рф. местные сми писали, что семилетний мальчик из россии якобы резко выбежал на дорогу и попал под колеса мотоцикла. в местной больнице ребенку сделали операцию и подключили к аппарату искусственной вентиляции легких.",2024-02-18,Other
РИА Новости,"порядка 14 миллионов человек, по прогнозам, будет проживать в москве к 2030 г, а общее население московского столичного региона к этому времени может достичь 23 миллионов, сообщил собянин",2024-02-19,Economical
РИА Новости,"путин разрешил экспобанку приобрести 100% в ""эйч-эс-би-си банке"" у hsbc europe b.v. британско-гонконгская группа hsbc holdings plc подписала соглашение о продаже своего российского подразделения экспобанку еще летом 2022.",2024-02-19,Economical
РИА Новости,"ракетная опасность объявлена в белгороде, сообщила мэрия",2024-02-19,Crisis
РИА Новости,"в киеве объявлена воздушная тревога, сообщили власти",2024-02-20,Crisis
РИА Новости,"госбанки турции продолжают открывать счета гражданам рф, условиями являются наличие внж и права на работу, сообщил риа новости представитель банка ziraat",2024-02-20,Economical
РИА Новости,"другие заявления пескова на брифинге: путин во вторник в кремле примет с докладом шойгу. путин во вторник по видеосвязи проведет совещание по вопросу реализации программы капремонта школ. путин примет участие в работе форума аси ""сильные идеи нового времени"". в кремле не будут раскрывать основные темы послания путина федеральному собранию, чего не делали и раньше. герои спецоперации будут присутствовать на послании путина, место проведения сообщат своевременно. на белград оказывают сильное, беспрецедентное давление в вопросе отношений в москвой, и это ""не связано с чьими-либо смертями"".",2024-02-20,Political
РИА Новости,"россии нужны высококвалифицированные специалисты, нужно ориентировать на это миграционные службы страны, заявил путин",2024-02-20,Economical
РИА Новости,"сша не дают возможности украине проводить атаки по территории россии, ограничиваются поставками военного оборудования и обучением, заявил риа новости представитель госдепартамента",2024-02-20,Political
РИА Новости,"израиль атаковал ракетами район кафр-суса в юго-западной части дамаска. корреспондент риа новости передает, что под ударом оказался жилой дом, есть погибшие.",2024-02-21,Crisis
РИА Новости,"банк ""точка"" сообщил, что часть его клиентов затронул отзыв лицензии у ""киви банка"", пообещал в ближайшее время запустить для них новые опции и предложения",2024-02-21,Economical
РИА Новости,"история вокруг опасного морского хищника групера, за которого в крыму объявили вознаграждение, получила развитие: главная интрига - а был ли групер. ученые из института биологии южных морей рассказали риа новости, что на самом деле это корейский окунь, который в крыму известен еще с 2013 года, и что такие хищники в целом не опасны для экосистемы, потому что она саморегулируется. но алуштинский аквариум не спешит отменять награду за поимку морского хищника (5 тысяч рублей). директор говорит, что груперы относятся к отряду окунеобразных и что по описаниям из справочников это как раз они. на точное установление ""породы"", по его словам, уйдет полгода. ""а пока они все на одно лицо"", - заявил риа новости директор аквариума.",2024-02-21,Other
РИА Новости,"байден снова хамски высказался о путине. «у нас есть сумасшедшие сукины дети, как этот парень путин и другие, и нам всегда приходится переживать по поводу ядерного конфликта, но экзистенциальной угрозой человечеству является климат». говоря о путине, байден давно не стесняется в выражениях. сначала он спровоцировал дипломатический скандал, обозвав российского лидера ""убийцей"". после начала спецоперации на украине байден прилюдно называл путина ""диктатором"", ""мясником"", ""военным преступником"" и говорил, что тот ""не может оставаться у власти"". пресс-секретарь российского лидера дмитрий песков ранее называл ""недопустимой и непростительной"" такую риторику со стороны руководителя страны, от бомб которой погибли сотни тысяч человек во всем мире и которая применила ядерное оружие против японии, которая ""уже была повержена"".",2024-02-22,Political
РИА Новости,"""одесса, возвращайся домой, мы заждались"" медведев назвал одессу русским городом - и в силу истории, и в силу того, ""какие там люди живут"".",2024-02-22,Political
РИА Новости,"лыжник из россии погиб при сходе лавины на горнолыжном курорте гульмарг в индии, еще шесть российских лыжников спасены, передает агентство pti",2024-02-22,Crisis
РИА Новости,"путин о высказываниях байдена в свой адрес: он не может просто сказать спасибо за слова о том, что он для россии предпочтительнее в качестве президента сша",2024-02-22,Political
РИА Новости,"открытое горение на складе в новосибирске ликвидировали, сообщает мчс",2024-02-23,Crisis
РИА Новости,"пик планирует продолжить вести свой бизнес ""как обычно"" после того, как в отношении компании были введены санкции сша, заявили риа новости в пресс-службе застройщика. представитель пик подчеркнул, что проекты будут строиться и вводиться в эксплуатацию, а квартиры передаваться покупателям, ""как и раньше, по плану и в срок"".",2024-02-23,Economical
РИА Новости,"премьеры италии, канады, бельгии и председатель еврокомиссии прибыли в киев, сообщают западные сми. отмечается, что они приехали на поезде из польши.",2024-02-24,Political
РИА Новости,"пять собак найдены в запертом фургоне около жилого дома на бескудниковском бульваре в москве, проводится проверка, сообщает столичная прокуратура",2024-02-25,Other
РИА Новости,"международный турнир имени владимира путина прошел 24 февраля в столице буркина-фасо. более 60 спортсменов из россии, буркина-фасо, мали и нигера приняли участие в соревнованиях. организаторы назвали турнир в честь российского президента, чтобы привлечь внимание к этому виду спорта, который только начинает набирать популярность в странах сахеля.",2024-02-25,Other
РИА Новости,"зеленский признал, что есть немало стран, слушающих россию, а также заявил, что готовится сообщить об этом в ес и сша",2024-02-25,Political
РИА Новости,"россиянам не стоит ждать резкого падения цен на летний отдых в турции, заявила ассоциация туроператоров россии. по их данным, случаи понижения цен на турпакеты в рублях по сравнению с мартом прошлого года есть, но в среднем по рынку они наоборот выросли - на 7-8%. не будет и падения в несколько раз в апреле, уверены в атор.",2024-02-26,Economical
РИА Новости,"словацкий премьер фицо на сегодняшней встрече в париже собирается поднять вопрос о планах по достижению мира на украине. ""почему не соберется группа больших государств, которые начнут говорить и с россией, и с украиной? ничего такого не существует. все хотят лишь продолжения убийств"", - сказал фицо.",2024-02-26,Political
РИА Новости,"беспилотник самолетного типа уничтожен силами пво над выгоничским районом брянской области, пострадавших и разрушений нет, сообщил губернатор",2024-02-26,Crisis
РИА Новости,"обвиняемый в подготовке теракта в день города в рубцовске рассказал риа новости, что украинские кураторы приказали ему замаскировать бомбу под ведро с грибами, а изначально их интересовал ""уралвагонзавод""",2024-02-27,Crisis
РИА Новости,"в кабмине подтвердили, что правительство с 1 марта на полгода планирует ввести запрет экспорта бензина из россии",2024-02-27,Economical
РИА Новости,"дочери писателя и режиссера василия шукшина судятся из-за прав на его произведения, рассказали риа новости в таганском суде. изначально вдова режиссера лидия шукшина передала все права актрисе марии шукшиной, теперь этот договор оспаривает ольга шукшина.",2024-02-27,Other
РИА Новости,"глава парламента словакии считает, что братислава могла бы стать площадкой для начала переговоров по украине - возможно, сначала на экспертном уровне",2024-02-27,Political
РИА Новости,"госдума в i чтении приняла проект, обязывающий все образовательные учреждения вывешивать российский флаг",2024-02-27,Political
РИА Новости,"минобороны в своей сводке официально сообщило об уничтожении танка abrams - он был подбит на авдеевском направлении. там же за сутки уничтожены три бмп, в том числе bradley.",2024-02-27,Crisis
РИА Новости,"байден заявил, что трамп в случае победы на выборах будет тянуть сша в прошлое. по мнению нынешнего президента, у трампа ""устаревшие взгляды"".",2024-02-27,Political
РИА Новости,фсб публикует видео с осужденным украинским шпионом,2024-02-28,Crisis
РИА Новости,"украинские войска недавно ""зафиксировали нло"" в зоне боевых действий, пишет британская daily mail и публикует кадры записи, сделанные одним из подразделений всу. видео было снято с помощью дрона компании dji. ее представитель не смог объяснить, что попало в кадр, но допустил, что речь идет о технических неполадках.",2024-02-28,Crisis
РИА Новости,"продвижение нато в сторону границ россии и враждебная риторика стран альянса - повод для принятия дополнительных мер по обеспечению безопасности, заявил песков. говоря об угрозах ""нейтрализовать"" калининград, он отметил, что это российский регион, и так будет всегда.",2024-02-28,Political
РИА Новости,"суд назначил штраф в тысячу рублей жительнице перми, вывесившей на окне флаг лгбт (движение признано экстремистским и запрещено)",2024-02-28,Other
РИА Новости,"дептранс москвы опроверг сообщения о возгорании или задымлении на станциях метро ""фрунзенская"" и ""парк культуры"". корреспондент риа новости передает, что у парка по какой-то причине было много пожарных и скорые, но метро работает штатно.",2024-02-28,Crisis
РИА Новости,"шойгу проинспектировал предприятия опк в тульской области и провел совещание с участием губернатора дюмина. министр осмотрел новые цеха нпо ""сплав"" (главный российский производитель рсзо), ввод которых позволил увеличить производство снарядов по всей номенклатуре в 4 раза, а по некоторым позициям - в 7 раз. кроме того, шойгу потребовал от производителей комплексов артразведки, рсзо и снарядов ускорить поставки техники в войска.",2024-02-28,Political
РИА Новости,"казнь убийцы в сша провалилась из-за того, что медики не смогли сделать смертельный укол. томас крич, которому 73, успел отведать последний обед, на который выбрал жареную курицу, картофельное пюре, кукурузу и мороженое. но, как сообщает департамент исправительных учреждений штата айдахо, медбригада ""не смогла установить капельницу"" кричу, из-за чего казнь и не состоялась. что делать дальше - решат позднее. крич, которого американские сми называют серийным убийцей, сидит в тюрьме почти полвека.",2024-02-28,Other
РИА Новости,"риа новости показывает уникальные кадры, снятые с беспилотника над освобожденной авдеевкой, некогда превращенной всу в мощный укрепрайон. на кадрах - спальные районы с многоэтажками, многие из них значительно повреждены, некоторые и вовсе разрушены. всу из этих домов сделали военные позиции: хранили там боеприпасы, оборудовали огневые и наблюдательные позиции, размещался в этих домах и личный состав. впервые в кадре - весь авдеевский коксохимический завод, на территории которого всу сосредоточили значительные силы: мехбригады, стрелковые батальоны и различные спецсоединения, включая командные штабы и пункты управления бпла.",2024-02-29,Crisis
РИА Новости,"сотрудники уфсб по лнр задержали двух человек, собиравших для украинских спецслужб и всу данные о российских силах",2024-02-29,Crisis
РИА Новости,"фонд развития промышленности будет пополнен на 300 млрд рублей и нацелен на поддержку высокотехнологичных проектов, объявил путин",2024-02-29,Economical
РИА Новости,"ипотеку со льготной ставкой 2% смогут получать участники спецоперации, объявил путин",2024-02-29,Economical
РИА Новости,"возгорание произошло в неиспользуемом корпусе зачатьевского женского монастыря в центре москвы, оно потушено, никто не пострадал, сообщили риа новости в московской епархии",2024-02-29,Crisis
РИА Новости,"средства пво около 22.00 мск уничтожили украинский беспилотник над территорией курской области, сообщает минобороны",2024-02-29,Crisis
РИА Новости,"лавров о словах остина про возможность конфликта нато с россией в случае проигрыша украины: у него это по фрейду вырвалось - то, что у него на уме",2024-03-01,Political
Ukraine NOW,"у світі рекордно зростає кількість випадків covid-19 через поширення штаму «омікрон» всесвітня організація охорони здоров’я повідомила, що за перший тиждень 2022 року у світі було зафіксовано рекордні 9,5 мільйона випадків covid-19. наразі найбільший рівень захворюваності на covid-19 спостерігається у сша, франції, італії, індії та іспанії.",2022-01-12,Other
Ukraine NOW,"комендантська година - вимушений, але необхідний крок в умовах військової агресії та воєнного стану. діятиме: київ та київська область з 22:00 - до 7:00 дніпропетровьска область з 22:00 - до 6:00 черкаська область з 22:00 - до 6:00 вінницька область з 22:00 - до 7:00 житомирська область з 22:00 - до 6:00 запорізька область з 22:00 - до 6:00 миколаївська область з 22:00 - до 6:00 одеська область, березівський район та м. арциз з 22:00 - до 5:00 полтавська область з 22:00 - до 6:00 рівненська область з 22:00 - до 6:00 харківська область з 22:00 - до 6:00 черкаська область з 22:00 - до 6:00 чернігівська область з 22:00 - до 6:00",2022-02-24,Other
Ukraine NOW,"‼маріуполь, повітряна тривога‼",2022-02-27,Crisis
Ukraine NOW,"волинь, повітряна тривога! в укриття!",2022-02-27,Crisis
Ukraine NOW,‼увага! у києві оголошена повітряна тривога! просимо всіх терміново прослідувати в укриття цивільного захисту!  ‼ attention! air raid sirens in kyiv! please proceed to the shelters!,2022-03-02,Crisis
Ukraine NOW, увага  повітряна тривога! чернігів ! в укриття ,2022-03-03,Crisis
Ukraine NOW,брифінг ірини верещук: окупант не дотримується домовленостей щодо гуманітарних коридорів.,2022-03-06,Crisis
Ukraine NOW,"у офісі президента повідомили про актуальний перебіг протистоянь на території країни: інформація про захоплення окупантами ізюма харківської області не відповідає дійсності. триває героїчна оборона миколаєва, сум, чернігова, харкова та охтирки. у ворога немає успіху на землі і в повітрі, тому основні зусилля вони перенесли на інформаційно-психологічні операції проти населення україни. саме тому два-три дні поспіль ми чуємо про «захоплення міст» і «просування». за добу зсу здійснили 7 контратак, біля маріуполя знищили танкову колону противника, харків теж вступає в контратаку. армія україни знає, що робить, а керівництво країни докладає зусиль, щоб залучити якомога швидшу воєнну, дипломатичну, економічну та гуманітарну підтримку.",2022-03-08,Crisis
Ukraine NOW,"бути завжди на зв'язку з рідними: якщо мережа вашого мобільного оператора недоступна, перемикайтеся на мережу інших операторів як це зробити, дивіться в інфографіці. тарифікація зберігається відповідно до тарифного плану вашого оператора. раз на день намагайтеся повернутися до мережі свого оператора. вручну або увімкнувши автовибір мережі. підключення національного роумінгу передбачає значне навантаження на мережі операторів. отже, це може впливати на якість роботи деяких послуг. нацроумінг буде підключений в першу чергу у зоні бойових дій - харківська - херсонська - сумська - полтавська - дніпропетровська - запорізька - донецька - луганська - кіровоградська - миколаївська області). далі у чернігівській, житомирській, черкаській та вінницькій областях і згодом по всій території україни.",2022-03-08,Other
Ukraine NOW,‼хмельниччина! тривога!,2022-03-16,Crisis
Ukraine NOW, харківська область! повітряна тривога!,2022-03-17,Crisis
Ukraine NOW,"у бою з окупантами загинув легендарний націоналіст, історик-науковець микола кравченко ""крук"". він стояв у витоках організації «патріот україни», правого сектору на майдані, українських партизанів на харківщині та батальйону ""азов"". українська армія буде боротися до кінця! в памʼять героїв, заради майбутнього україни! згадаємо усіх українців, які віддали життя, всіх, хто воював, всіх військових, цивільних та дітей",2022-03-17,Crisis
Ukraine NOW,‼увага! у києві оголошена повітряна тривога! просимо всіх терміново прослідувати в укриття цивільного захисту!  ‼ attention! air raid sirens in kyiv! please proceed to the shelters!,2022-03-17,Crisis
Ukraine NOW,‼кременчук! тривога!,2022-03-17,Crisis
Ukraine NOW," криптовалютні біржі в україні залучають багатомільйонне фінансування для подолання наслідків російського вторгнення в україну. лише за останні тижні криптофонд україни зібрав 52 мільйони доларів сша. люди з усіх куточків світу підтримують україну за рахунок донатів своїх криптоактивів, які йдуть на гуманітарну допомогу, потреби зсу та тероборони. нещодавно українська криптовалютна біржа whitebit оперативно запустила інтеграцію та співпрацю з державним сервісом дія, щоб якомога більше українців мали швидкий доступ до ринку криптовалюти. тепер будь-який користувач з україни може пройти верифікацію (kyc) на біржі whitebit менше, ніж за 1 хвилину. крім цього, компанія створила спільний проєкт з whitepay, де кожен охочий може обрати з більш ніж 90 криптовалют та відправити кошти на допомогу моз або постраждалим цивільним, збройним силам україни та теробороні. переказати донейти можна за посиланням",2022-03-19,Economical
Ukraine NOW,замість найкращих голівудських блокбастерів і агентів 007. ось так українські військові та артилерія точно знищує ворожу техніку наші супергерої! пишаємося! переможемо! #бойовийдух,2022-03-20,Crisis
Ukraine NOW,"наразі майже на усіх напрямках відсутні черги: обстановку на західному кордоні за добу 20 березня державний кордон україни з єс та молдовою перетнули понад 66 тисяч осіб та майже 14 тисяч транспортних засобів. протягом декількох останніх днів пасажиропотік на західній ділянці кордону залишається сталим. минулої доби з україни вибули майже 47 тисяч осіб. понад 30 тисяч з них перетнули кордон на українсько-польській ділянці. наразі майже на усіх напрямках відсутні черги пішоходів і транспортних засобів. також рекомендуємо для перетину кордону до єс обирати пункти пропуску на кордонах з угорщиною, словаччиною, румунією і республікою молдова. до україни за минулу добу прибули майже 20 тисяч осіб. майже 17 тисяч з них – українці, переважна більшість з яких чоловіки, що повернулися задля захисту батьківщини. дякуємо нашими співвітчизникам! загалом, з початку відкритої збройної агресії до україни повернулися понад 351 тисяча наших земляків. рекомендуємо відстежувати завантаженість пунктів пропуску для перетину кордону до єс і молдови (на буковині) на фейсбук-сторінці західне регіональне управління держприкордонслужби україни-західний кордон. дані оновлюються кожні дві години. нагадуємо, що усі пункти пропуску на західному кордоні (крім ппр «дзвінкове») працюють у цілодобовому режимі. крім оформлення людей і транспорту, прикордонники спільно з митниками здійснюють також пропуск гуманітарної допомоги для українського війська та наших співвітчизників. за минулу добу на західних кордонах було оформлено понад 601 транспортний засіб з гуманітарними вантажами. просимо усіх громадян на кордоні дотримуватися правопорядку, черговості та норм моралі під час перетину кордону і не пропонувати прикордонникам хабарі за позачерговий або незаконний перетин кордону!",2022-03-21,Other
